,Dni,Nom,Curso
1875,H45996352,Antonia Canals Coloma,F
1876,U7558214H,Núria Alegre-Roma,C
1877,H95977138,Adam Galán Cáceres,C
1878,H23653579,Manuel David Rosado Acero,D
1879,E85913895,Álex Juliá Cantón,A
1880,S1511089C,Arnau Borja Abril,B
1881,E73982548,Júlia Palomino Company,A
1882,E01391861,José Pi Alvarez,A
1883,U4578017H,Paula Canet Nuñez,E
1884,F9340007E,Chlóe Moliner,B
1885,F0005249H,Arnau Huguet Chaparro,A
1886,H42115923,Clàudia Perea Bermudez,A
1887,S3409072J,Adam del Lara,F
1888,D07727019,Álex Hervia Vazquez,B
1889,H92027010,Ana Tello Alemán,F
1890,P2302883J,Èric Font Vargas,B
1891,W8974025B,Dolores Mayol Cabrero,F
1892,E01391861,José Pi Alvarez,F
1893,J8863857B,Rosa Alberola Coll,E
1894,N5426927I,Aleix Cervera Alfaro,A
1895,B52401858,José Buendía-Sarabia,C
1896,V4055410G,Clàudia Lobo,B
1897,N2244432G,Laia Solsona Goicoechea,B
1898,G83025460,Noa Cueto Ribas,F
1899,J5466519E,Arnau Lerma Catalá,B
1900,Q7967239J,Paula Agustín Gimeno,E
1901,A78168275,Montserrat Arrieta Baquero,D
1902,E71649230,Carmen Herrero Sureda,A
1903,P3531278D,Èric de Agustí,C
1904,N5426927I,Aleix Cervera Alfaro,E
1905,U7273775B,Albert Montoya Escamilla,E
1906,R7687550I,Juan Pozuelo Vila,E
1907,F4119576I,Carlos Mayoral Cervantes,F
1908,N8152756F,Laia Batalla-Villalba,C
1909,C75059956,Jorge Baena,A
1910,F6683839B,Montserrat Múgica Manrique,F
1911,F9314032E,David Luís Tolosa,E
1912,U2440145G,María Teresa Sierra Figueras,D
1913,U9160336E,Xavier Salcedo Villanueva,C
1914,N1790348E,Arlet Huguet Coloma,A
1915,H21106232,Mia del Benítez,B
1916,P3240555G,Francisca Buendía Vigil,C
1917,J2907838C,Carmen Marta Cruz Carpio,E
1918,J2410709F,Júlia Montenegro Muro,B
1919,Q3854328F,Lucia Sílvia Méndez Uría,D
1920,H65400632,Abril Cáceres Manjón,E
1921,G93234177,Rosa Laura Nogués Casares,C
1922,N8496367G,Ona de Torrens,C
1923,G79531372,Laia Seguí,C
1924,P6887458E,Nil del Morillo,D
1925,A71678262,Francisco Sanmartín,F
1926,U1774374A,Martina Solano Roma,A
1927,C94387792,Paula Rosa Perea,F
1928,E25161068,Marta Oliver Alfaro,E
1929,H19110485,María de Villena,E
1930,J2259741C,María Bayo Cózar,D
1931,D47756457,Manuel Izquierdo Duque,E
1932,E55193205,Laia Boix Montenegro,A
1933,U4683589H,Carla Corbacho-Escribano,C
1934,N2518597F,Noa de Grande,B
1935,Q2116390B,Francisca Marta Arias Ferrero,B
1936,S2927291A,Lucia Porras Miguel,D
1937,H23073786,Anna Armas Moles,F
1938,U7273775B,Albert Montoya Escamilla,A
1939,P8832380C,María Dolores Luz-Pera,B
1940,Q2116390B,Francisca Marta Arias Ferrero,A
1941,V3555537D,Montserrat Bayo Garay,D
1942,D18702910,Marc Villar Nicolás,F
1943,R5656344H,Carla Linares Escolano,E
1944,F5675046F,José Carballo Gutierrez,C
1945,Q0041000A,David Chaves Cantero,E
1946,H95977138,Adam Galán Cáceres,C
1947,G73658932,Laura Bilbao Sala,D
1948,H80750292,Daniel Miguel Pomares Méndez,C
1949,B19312776,Aleix Doménech Pombo,E
1950,F8713241A,Antonio Catalá,E
1951,S1898085D,Biel Vazquez Valverde,F
1952,H31037914,Laura Llorente Olivares,C
1953,U1774374A,Martina Solano Roma,D
1954,D94996444,Núria Miguel Huertas,F
1955,J9643335D,Juan Maldonado Mayol,A
1956,J3353939F,Isabel Varela,C
1957,H78024064,Max Quintana-Morales,C
1958,N7359672H,Daniel Bartolomé Vilar,F
1959,U7141532G,Pau Talavera Moliner,D
1960,N1790348E,Arlet Huguet Coloma,A
1961,Q5285042G,Manuel Galiano Teruel,F
1962,J0110698H,Antonio Rocamora Aragón,D
1963,H21106232,Mia del Benítez,B
1964,S8641797I,Aina Pi Trujillo,D
1965,Q0552283D,Clàudia Verdú-Montalbán,B
1966,N5426927I,Aleix Cervera Alfaro,B
1967,G07621824,Sara Ángel Nieto,B
1968,E47464060,Francisco Palomares Ocaña,C
1969,E20240735,Enzo de Garrido,D
1970,J5466519E,Arnau Lerma Catalá,B
1971,R1153706E,Carlos Capdevila,D
1972,W2486654C,Sofía Abril Caro Rocamora,E
1973,S3651419H,Enzo Carnero-Aliaga,D
1974,J3512655F,Enzo Escolano Sanmiguel,B
1975,P1659317J,Hugo Castrillo Otero,A
1976,W9218380E,Pol del Sanjuan,E
1977,B48122808,Sara Jaume Lobo,D
1978,S8641797I,Aina Pi Trujillo,A
1979,R4624337D,Anna del Otero,A
1980,J9446526G,Marta Águila Cervantes,D
1981,W1796907B,Mia Abellán Pulido,C
1982,R4624337D,Anna del Otero,E
1983,W4359932C,Dolores del Miguel,A
1984,E85913895,Álex Juliá Cantón,C
1985,B41571647,Mia Escudero Galan,B
1986,U5487419C,Pol Nil Barbero Olivera,E
1987,W4359932C,Dolores del Miguel,E
1988,C28252815,Èric Botella Armengol,B
1989,E65877607,Antonia Carlos Valderrama,B
1990,F1405226J,Adam Abella Valle,B
1991,C28142149,Aleix Moya Collado,B
1992,B28472710,Emma María Teresa Sureda Estevez,C
1993,W9833166C,Leo Èric Ibarra Castellanos,E
1994,C75059956,Jorge Baena,D
1995,B31484074,Jordi Cuenca Blanes,C
1996,H04319513,Lucia Castells Huerta,D
1997,G92617570,Carmen del Martín,B
1998,Q7554170F,José María Cuenca-Pera,C
1999,Q0552283D,Clàudia Verdú-Montalbán,F
2000,U5176314B,Noa Camacho Boada,A
2001,N6419040H,Marc Ramos Leon,F
2002,R8469182C,Nil Marc Blanco Barroso,C
2003,J3659481J,Clàudia Sancho Aragón,B
2004,F8773593B,David Sainz-Royo,E
2005,V3555537D,Montserrat Bayo Garay,B
2006,P6579449G,Laura Manjón Barón,B
2007,E99188005,Biel Alcalde Samper,C
2008,N8243349A,Paula Sáez Ripoll,A
2009,D86117876,Enzo Gimeno Carnero,C
2010,G83025460,Noa Cueto Ribas,B
2011,P0280894G,Leo Gaya Laguna,C
2012,N4218554F,Francisco Sanz Perea,B
2013,V7809521C,Antònia Anna Saez Belda,B
2014,A94611183,Antònia Frías Macías,A
2015,E63638506,Bruno Andreu-Andrade,D
2016,B88818059,Martina María Carreño Villaverde,C
2017,B21983689,Josep de Ibarra,E
2018,J4450361C,Júlia Cano Amorós,D
2019,F9340007E,Chlóe Moliner,A
2020,W2486654C,Sofía Abril Caro Rocamora,A
2021,F8299437G,Lucas Marc Robledo Hernandez,B
2022,F9551675C,Ana Morante-Vazquez,A
2023,Q0041000A,David Chaves Cantero,A
2024,H37157526,Arlet Sala Narváez,F
2025,N8631109I,Francisca Martina Rodríguez Hoyos,D
2026,Q5968253D,Noa Planas Rincón,E
2027,R4624337D,Anna del Otero,E
2028,S5147401C,María Del Carmen Blazquez,C
2029,W1247153H,Martina Nuñez Estevez,D
2030,P3240555G,Francisca Buendía Vigil,C
2031,G36745990,Marc Blanco Valderrama,B
2032,B87614681,Jordi Arnau Carlos Cabrero,E
2033,P3012798I,Hugo Rueda,B
2034,B64747389,Èric Roman Mena,C
2035,P0546131D,José María Bru Cuesta,A
2036,P6887458E,Nil del Morillo,D
2037,P3012798I,Hugo Rueda,D
2038,Q0552283D,Clàudia Verdú-Montalbán,A
2039,S3651419H,Enzo Carnero-Aliaga,D
2040,B43837079,Laura Marquez Izquierdo,E
2041,Q2116390B,Francisca Marta Arias Ferrero,B
2042,S3989833C,Aleix Jove Cantero,C
2043,E56707995,Aina Otero-Gutiérrez,A
2044,E47909023,Sílvia Pinilla Hervás,A
2045,D05154323,Paula Tomás Bello,D
2046,B22399109,Clàudia Valdés Jover,A
2047,C17131251,Lucia Uribe,B
2048,D28897957,Marc Sarabia Zabala,A
2049,S3651419H,Enzo Carnero-Aliaga,F
2050,B13701750,Ramón Bastida Valentín,A
2051,P3351363A,María Dolores Montesinos Marin,C
2052,N8631109I,Francisca Martina Rodríguez Hoyos,F
2053,G37728771,Noa Gallego Martin,A
2054,N1790348E,Arlet Huguet Coloma,C
2055,F8025276J,Carla Ribas Ariño,D
2056,A78168275,Montserrat Arrieta Baquero,E
2057,A94992674,Nil del Roselló,E
2058,V2167857H,Manuel Cerro Pol,F
2059,E86578564,Jordi Ros-Uriarte,E
2060,B41571647,Mia Escudero Galan,C
2061,D07727019,Álex Hervia Vazquez,D
2062,V2015246H,Martí Agullo-Campos,C
2063,J2259741C,María Bayo Cózar,C
2064,G13084090,Lucas Ocaña Huertas,D
2065,N5762693I,Josep Ramírez,A
2066,B88818059,Martina María Carreño Villaverde,C
2067,B39226162,Jana Villanueva Quirós,E
2068,P7917625A,Joan Ferrera Canals,C
2069,J3353939F,Isabel Varela,E
2070,N1790348E,Arlet Huguet Coloma,D
2071,S8355279D,Antonia Bermejo Bayo,E
2072,R5336309I,Rosa Torralba Rozas,B
2073,J2907838C,Carmen Marta Cruz Carpio,C
2074,G08270886,José María de Galvez,C
2075,U5982724F,Jorge Manzano-Oliver,E
2076,U3073814J,Jordi Carretero-Sáez,F
2077,D43493675,Èric Marin Comas,F
2078,Q2116390B,Francisca Marta Arias Ferrero,B
2079,P6579449G,Laura Manjón Barón,C
2080,P3798114I,Ana de Larrea,A
2081,A51927812,Lucas Jordi Rodriguez Lobo,D
2082,P2473520A,Sílvia Carnero Bas,C
2083,G71220651,Júlia Gras Porta,A
2084,A51927812,Lucas Jordi Rodriguez Lobo,C
2085,N7185603C,Arlet Chaves Roldan,C
2086,H37157526,Arlet Sala Narváez,E
2087,H45996352,Antonia Canals Coloma,B
2088,H23653579,Manuel David Rosado Acero,A
2089,P3351363A,María Dolores Montesinos Marin,B
2090,J5155116F,Júlia Abellán-Pou,E
2091,G37728771,Noa Gallego Martin,F
2092,F2545250I,Manuel Castellanos Arenas,E
2093,S3989833C,Aleix Jove Cantero,D
2094,F1405226J,Adam Abella Valle,D
2095,V8982148B,Carlos Carlos Espejo,B
2096,H23073786,Anna Armas Moles,B
2097,S9029257D,Francisco Vilanova Mármol,B
2098,W1495808F,Èric Arnaiz,E
2099,P4297671B,David Daniel Prada Arnau,A
2100,D05154323,Paula Tomás Bello,E
2101,D89560940,Xavier de Ribes,C
2102,A51927812,Lucas Jordi Rodriguez Lobo,F
2103,S1471928J,Carla Ferrán Tenorio,D
2104,Q0552283D,Clàudia Verdú-Montalbán,D
2105,N6853244I,Bruno del Canales,E
2106,E25161068,Marta Oliver Alfaro,F
2107,A13684352,Leo Adam Saavedra Verdejo,F
2108,J4856729A,Pedro Cabrero Agullo,D
2109,D33698531,Aina Ferrán-Dávila,C
2110,F9875383C,Aina Ferrero Torrecilla,D
2111,J5181672F,Álex del Domínguez,E
2112,E01391861,José Pi Alvarez,D
2113,D33698531,Aina Ferrán-Dávila,E
2114,N7359672H,Daniel Bartolomé Vilar,E
2115,D59333971,Anna Montaña-Uriarte,C
2116,S7366447F,Carlos Crespi Perales,B
2117,D34934612,Laura Plaza Guardiola,E
2118,D57672396,Chlóe Tomas Santamaria,C
2119,U9908499H,Laura de Villegas,B
2120,Q4232915A,Antònia Colomer Blanca,D
2121,B57625451,Antonia Campoy Alcalde,B
2122,D57672396,Chlóe Tomas Santamaria,D
2123,H34827741,David Olivares-Julián,D
2124,P0546131D,José María Bru Cuesta,A
2125,E65877607,Antonia Carlos Valderrama,F
2126,P3240555G,Francisca Buendía Vigil,F
2127,J9446526G,Marta Águila Cervantes,C
2128,J7397889B,Montserrat Cánovas,B
2129,E73982548,Júlia Palomino Company,B
2130,J2387634E,Martí Antonio Nicolás Giner,F
2131,S8651023G,Adam Pombo Palomo,C
2132,H45996352,Antonia Canals Coloma,A
2133,U7558214H,Núria Alegre-Roma,F
2134,D65605370,Martina Velasco Soriano,A
2135,D43493675,Èric Marin Comas,E
2136,V7809521C,Antònia Anna Saez Belda,F
2137,Q9771076H,Valèria Tomas Ramírez,E
2138,C78976982,Pau del Avilés,E
2139,N5111030B,Carlos Ramírez Benavent,A
2140,V4055410G,Clàudia Lobo,C
2141,H59430249,Júlia Aramburu Delgado,D
2142,G79531372,Laia Seguí,C
2143,D98780919,María Teresa Aznar-Perez,E
2144,B74114653,Leo Cordero Acosta,F
2145,V8982148B,Carlos Carlos Espejo,C
2146,A28346542,Martina Fuentes-Moll,E
2147,S9029257D,Francisco Vilanova Mármol,A
2148,A12410726,Josep Caro Mayoral,D
2149,U4578017H,Paula Canet Nuñez,F
2150,J3353939F,Isabel Varela,C
2151,H78024064,Max Quintana-Morales,F
2152,J9446526G,Marta Águila Cervantes,F
2153,U7611560I,Álex Navas Granados,B
2154,H92027010,Ana Tello Alemán,C
2155,C87660817,María Dolores Romeu-Bastida,D
2156,N0362161B,Álex Jordi Cuéllar Cardona,F
2157,W4799866A,Manuel Cózar Albero,D
2158,C56963325,Abril Díez,C
2159,D05154323,Paula Tomás Bello,A
2160,S8641797I,Aina Pi Trujillo,D
2161,W8545144A,Albert Solís-Acedo,B
2162,E05105093,Paula Azorin,F
2163,P6887458E,Nil del Morillo,A
2164,V8533935F,María Teresa de Dalmau,F
2165,P7917625A,Joan Ferrera Canals,C
2166,J2410709F,Júlia Montenegro Muro,E
2167,U7308622E,Mia Palomares-Torrijos,C
2168,A81512261,Sílvia Lobo Ramírez,E
2169,B60410958,Pol Cáceres,E
2170,A53234324,Marc Navas Bermúdez,F
2171,V2738762J,Bruno Adam Bonet Pulido,A
2172,S0085490A,Ona Salvà Pizarro,D
2173,B95922167,Miguel Prieto Ribera,C
2174,J3353939F,Isabel Varela,A
2175,B41571647,Mia Escudero Galan,E
2176,W8545144A,Albert Solís-Acedo,C
2177,S5147401C,María Del Carmen Blazquez,C
2178,F7513084I,Martí Rocamora Bilbao,F
2179,V8982148B,Carlos Carlos Espejo,E
2180,G71220651,Júlia Gras Porta,B
2181,F6804250F,María Dolores Ferrández Colom,E
2182,P3531278D,Èric de Agustí,D
2183,G96947643,María Del Carmen Esparza Godoy,C
2184,B41571647,Mia Escudero Galan,C
2185,G13084090,Lucas Ocaña Huertas,D
2186,U7141532G,Pau Talavera Moliner,D
2187,E34248922,Pedro Larrañaga Domingo,E
2188,G07621824,Sara Ángel Nieto,E
2189,R7687550I,Juan Pozuelo Vila,E
2190,C80754989,Ana Lucia Montoya Requena,D
2191,P3240555G,Francisca Buendía Vigil,C
2192,G44377703,Noa Mate Diego,F
2193,V2167857H,Manuel Cerro Pol,F
2194,R5715872G,Emma de Almagro,E
2195,U7273775B,Albert Montoya Escamilla,F
2196,N3620309I,Dolores Gelabert,E
2197,V4665297J,Juan Cruz Pallarès,B
2198,D05154323,Paula Tomás Bello,B
2199,H48271738,Laia Oliveras Puente,A
2200,H46432969,Antònia Noa Pedrero Diéguez,F
2201,U5487419C,Pol Nil Barbero Olivera,A
2202,N1790348E,Arlet Huguet Coloma,A
2203,B31484074,Jordi Cuenca Blanes,E
2204,S2927291A,Lucia Porras Miguel,C
2205,A51927812,Lucas Jordi Rodriguez Lobo,C
2206,H70835210,Joan de Cañas,A
2207,R4624337D,Anna del Otero,C
2208,V3555537D,Montserrat Bayo Garay,D
2209,Q0041000A,David Chaves Cantero,C
2210,V8982148B,Carlos Carlos Espejo,B
2211,E47464060,Francisco Palomares Ocaña,A
2212,H42115923,Clàudia Perea Bermudez,F
2213,R8192469H,Enzo Escalona Morales,B
2214,N2759694I,María Dolores Júlia Montenegro Ramón,A
2215,E73982548,Júlia Palomino Company,F
2216,D34934612,Laura Plaza Guardiola,F
2217,W0083928B,Sara Gil Jordán,D
2218,F7517085B,Carlos Rosado Aguiló,E
2219,J2992255F,Chlóe Alba Navarrete,E
2220,P6887458E,Nil del Morillo,E
2221,J8150128J,Cristina Reina Santana,A
2222,F7513084I,Martí Rocamora Bilbao,B
2223,Q9514578E,Anna Benítez Rovira,C
2224,P7917625A,Joan Ferrera Canals,F
2225,J3353939F,Isabel Varela,D
2226,F7093027F,Bruno Valderrama-Gutierrez,D
2227,N3620309I,Dolores Gelabert,D
2228,B22399109,Clàudia Valdés Jover,F
2229,D51426096,Paula de Cantero,E
2230,D18702910,Marc Villar Nicolás,D
2231,N3620309I,Dolores Gelabert,A
2232,U4290146B,Aleix de Ávila,F
2233,U7308622E,Mia Palomares-Torrijos,D
2234,H59430249,Júlia Aramburu Delgado,E
2235,B57625451,Antonia Campoy Alcalde,F
2236,N2759694I,María Dolores Júlia Montenegro Ramón,D
2237,R1153706E,Carlos Capdevila,A
2238,S1410175B,Lucas Frutos Andrés,F
2239,Q2116390B,Francisca Marta Arias Ferrero,E
2240,E73982548,Júlia Palomino Company,B
2241,P2199273J,Enzo de Osorio,E
2242,Q8575731H,Emma de Rueda,C
2243,G68200534,Martina Cano Pineda,E
2244,H92027010,Ana Tello Alemán,E
2245,F9340007E,Chlóe Moliner,E
2246,D76934231,Álex Carballo Aranda,B
2247,A71678262,Francisco Sanmartín,A
2248,F7517085B,Carlos Rosado Aguiló,A
2249,F8773593B,David Sainz-Royo,A
2250,C14434534,María Teresa del Villalonga,E
2251,U8380205H,Hugo Gálvez Ibarra,B
2252,B27774157,Jordi Revilla,A
2253,A02143311,Francisco Aranda Peinado,B
2254,Q7832857B,Valèria Sánchez,F
2255,S3409072J,Adam del Lara,E
2256,A94611183,Antònia Frías Macías,F
2257,W9742873D,Cristina Mia Falcón Ros,A
2258,A30004071,Pau Peláez Cano,B
2259,J4856729A,Pedro Cabrero Agullo,A
2260,H37157526,Arlet Sala Narváez,E
2261,G73658932,Laura Bilbao Sala,D
2262,P7917625A,Joan Ferrera Canals,D
2263,B87614681,Jordi Arnau Carlos Cabrero,F
2264,S5147401C,María Del Carmen Blazquez,C
2265,E55193205,Laia Boix Montenegro,A
2266,U4804259B,Max Goñi Dávila,A
2267,C06753156,Lucas Paniagua Llano,F
2268,D59333971,Anna Montaña-Uriarte,B
2269,E86578564,Jordi Ros-Uriarte,C
2270,S6417982C,Arnau Gonzalo-Barrios,E
2271,P2617169D,Cristina Yáñez Girón,E
2272,U1774374A,Martina Solano Roma,A
2273,J3353939F,Isabel Varela,D
2274,F4119576I,Carlos Mayoral Cervantes,F
2275,J0165116E,Carmen Salcedo Gomila,E
2276,W0083928B,Sara Gil Jordán,F
2277,E96573001,Sara Gárate Nuñez,A
2278,R5656344H,Carla Linares Escolano,C
2279,P3798114I,Ana de Larrea,E
2280,J9643335D,Juan Maldonado Mayol,E
2281,P2473520A,Sílvia Carnero Bas,B
2282,J2907838C,Carmen Marta Cruz Carpio,B
2283,D03554946,Joan Azcona,D
2284,F6441455J,Carla Hernández Estrada,F
2285,W4284402G,Mia Ona Tirado Herranz,A
2286,J2907838C,Carmen Marta Cruz Carpio,A
2287,C33342999,Anna Avilés-Palomar,D
2288,E01391861,José Pi Alvarez,B
2289,C95560819,Biel Hierro Salom,D
2290,U4212659I,Xavier Vicente Meléndez,B
2291,F7029229G,Daniel Prat Calvo,C
2292,B64747389,Èric Roman Mena,D
2293,P2199273J,Enzo de Osorio,E
2294,D14737068,Paula Villalba Alcázar,E
2295,C78976982,Pau del Avilés,B
2296,H21342050,David Arellano Sebastián,A
2297,H75562959,Bruno Lozano Galan,A
2298,A09069840,Leo Abellán,F
2299,G76937929,María Dolores Sofía Salvador Teruel,B
2300,H36110567,Laia Castell Llobet,C
2301,P6887458E,Nil del Morillo,B
2302,S0662896J,Álex Julián Cervantes,F
2303,U5487419C,Pol Nil Barbero Olivera,E
2304,P6579449G,Laura Manjón Barón,A
2305,P2473520A,Sílvia Carnero Bas,A
2306,J9643335D,Juan Maldonado Mayol,D
2307,H31037914,Laura Llorente Olivares,F
2308,Q5809313I,Biel Segovia Pedrero,F
2309,G56742331,Max Llano Bertrán,A
2310,S1511089C,Arnau Borja Abril,B
2311,A53234324,Marc Navas Bermúdez,B
2312,S0662896J,Álex Julián Cervantes,A
2313,F1405226J,Adam Abella Valle,A
2314,B87614681,Jordi Arnau Carlos Cabrero,A
2315,C28142149,Aleix Moya Collado,B
2316,J9643335D,Juan Maldonado Mayol,F
2317,R4624337D,Anna del Otero,F
2318,C52853389,Carla Leiva Pacheco,D
2319,E44235414,Juan de Guerrero,C
2320,F9314032E,David Luís Tolosa,F
2321,S3989833C,Aleix Jove Cantero,C
2322,W9727961F,Albert Cerdán Chamorro,D
2323,Q8575731H,Emma de Rueda,A
2324,F7513084I,Martí Rocamora Bilbao,C
2325,V4055410G,Clàudia Lobo,D
2326,D53404240,Ramón Huertas Naranjo,D
2327,D57672396,Chlóe Tomas Santamaria,A
2328,B64747389,Èric Roman Mena,A
2329,A35443936,Pol Salgado Buendía,E
2330,G89205264,Montserrat Carla Lobato Salamanca,C
2331,N2759694I,María Dolores Júlia Montenegro Ramón,E
2332,B64747389,Èric Roman Mena,E
2333,G19357722,Núria Olmedo-Portero,A
2334,Q2116390B,Francisca Marta Arias Ferrero,F
2335,W9727961F,Albert Cerdán Chamorro,F
2336,N3620309I,Dolores Gelabert,E
2337,A13684352,Leo Adam Saavedra Verdejo,D
2338,E47909023,Sílvia Pinilla Hervás,A
2339,R4624337D,Anna del Otero,A
2340,F7517085B,Carlos Rosado Aguiló,C
2341,U1774374A,Martina Solano Roma,E
2342,F1405226J,Adam Abella Valle,C
2343,C06753156,Lucas Paniagua Llano,B
2344,H00974097,Daniel Cornejo Mateos,B
2345,D44217990,Nil Bilbao Sastre,D
2346,N0515267C,Noa Ochoa Bartolomé,C
2347,D33698531,Aina Ferrán-Dávila,B
2348,Q9754107B,Francisco Antón-Cañellas,F
2349,S8355279D,Antonia Bermejo Bayo,D
2350,C64875321,Pau del Bayón,A
2351,P5728622A,Daniel Castillo Hurtado,D
2352,C26701623,Arnau Bertrán Aragón,F
2353,S8641797I,Aina Pi Trujillo,C
2354,J9643335D,Juan Maldonado Mayol,D
2355,A09069840,Leo Abellán,A
2356,Q2834551J,Noa Ordóñez,F
2357,J7285606E,Emma Pallarès-Colom,E
2358,R4624337D,Anna del Otero,C
2359,J2410709F,Júlia Montenegro Muro,F
2360,N3184593F,Antonio Peralta Angulo,A
2361,D64321540,María Dolores del Boada,B
2362,J6049614H,Júlia Sevillano Palomar,C
2363,C40980427,Nil Adam Leon Jaén,F
2364,P2199273J,Enzo de Osorio,F
2365,F5675046F,José Carballo Gutierrez,A
2366,P7917625A,Joan Ferrera Canals,B
2367,S1410175B,Lucas Frutos Andrés,B
2368,F8773593B,David Sainz-Royo,B
2369,R3314974A,María Teresa Ona Ferrándiz Donoso,F
2370,W9833166C,Leo Èric Ibarra Castellanos,E
2371,P2199273J,Enzo de Osorio,B
2372,U9830036A,Núria Goicoechea Milla,C
2373,G68200534,Martina Cano Pineda,E
2374,J5950441E,Chlóe del Villalba,E
2375,C56963325,Abril Díez,E
2376,A90436353,Júlia Saura-Colomer,B
2377,H13226295,Pau Rosado Palomar,E
2378,H31037914,Laura Llorente Olivares,E
2379,E01391861,José Pi Alvarez,B
2380,U7308622E,Mia Palomares-Torrijos,E
2381,J8150128J,Cristina Reina Santana,E
2382,D86117876,Enzo Gimeno Carnero,F
2383,P2473520A,Sílvia Carnero Bas,C
2384,H60091485,Sofía Collado Botella,B
2385,H46432969,Antònia Noa Pedrero Diéguez,A
2386,V7809521C,Antònia Anna Saez Belda,F
2387,Q0041000A,David Chaves Cantero,B
2388,V4258212B,Marc Dominguez Barberá,A
2389,B60410958,Pol Cáceres,C
2390,D07727019,Álex Hervia Vazquez,C
2391,D43493675,Èric Marin Comas,B
2392,E47464060,Francisco Palomares Ocaña,B
2393,P2302883J,Èric Font Vargas,A
2394,H44219327,David de Carretero,A
2395,C52853389,Carla Leiva Pacheco,B
2396,E65793119,Enzo Leiva-Sainz,B
2397,W9742873D,Cristina Mia Falcón Ros,C
2398,F7093027F,Bruno Valderrama-Gutierrez,A
2399,C95560819,Biel Hierro Salom,A
2400,P7256844G,Mia Giménez Carlos,C
2401,Q7010862F,Miguel Torrens Fernandez,B
2402,A42249482,Marta del Bernat,B
2403,N5426927I,Aleix Cervera Alfaro,A
2404,S0727486C,Adam Aliaga Pons,E
2405,W7861640F,Aleix de Fiol,E
2406,J3353939F,Isabel Varela,A
2407,P3478472H,Laura Mata-Nicolás,C
2408,G68200534,Martina Cano Pineda,E
2409,D32512451,Albert Viña Gallardo,F
2410,U4804259B,Max Goñi Dávila,A
2411,W3053262F,Xavier Batlle-Mur,B
2412,D32512451,Albert Viña Gallardo,F
2413,N8631109I,Francisca Martina Rodríguez Hoyos,F
2414,Q7832857B,Valèria Sánchez,A
2415,J5466519E,Arnau Lerma Catalá,C
2416,U7141532G,Pau Talavera Moliner,A
2417,G71220651,Júlia Gras Porta,E
2418,F1014977A,Pedro Murcia-Valbuena,D
2419,W9742873D,Cristina Mia Falcón Ros,B
2420,J8918438F,Francisco Roldan,E
2421,U7141532G,Pau Talavera Moliner,A
2422,F1405226J,Adam Abella Valle,B
2423,N3777084I,Pau Herranz Artigas,B
2424,B41571647,Mia Escudero Galan,A
2425,C28142149,Aleix Moya Collado,E
2426,J1443172J,Pau Javier Lara Tur,A
2427,Q5328944C,Xavier Carrillo Iglesia,E
2428,E73982548,Júlia Palomino Company,F
2429,F5675046F,José Carballo Gutierrez,E
2430,W9073176A,Èric Cortina Vazquez,A
2431,W9073176A,Èric Cortina Vazquez,A
2432,S5147401C,María Del Carmen Blazquez,D
2433,B21983689,Josep de Ibarra,D
2434,G15254279,Josep Pera,C
2435,N4218554F,Francisco Sanz Perea,C
2436,F9314032E,David Luís Tolosa,C
2437,H46432969,Antònia Noa Pedrero Diéguez,A
2438,H42115923,Clàudia Perea Bermudez,E
2439,W9073176A,Èric Cortina Vazquez,E
2440,B64747389,Èric Roman Mena,B
2441,A90436353,Júlia Saura-Colomer,F
2442,V2447244A,Jordi Vilar Fortuny,C
2443,R4624337D,Anna del Otero,F
2444,F8243580A,Montserrat Saez Sabater,F
2445,R7616148H,Carmen Jana Taboada Almansa,C
2446,J5950441E,Chlóe del Villalba,C
2447,W9727961F,Albert Cerdán Chamorro,A
2448,G79531372,Laia Seguí,C
2449,N4056672A,Carmen Emma Iñiguez Azcona,C
2450,H37157526,Arlet Sala Narváez,F
2451,S8355279D,Antonia Bermejo Bayo,F
2452,Q5328944C,Xavier Carrillo Iglesia,C
2453,C64875321,Pau del Bayón,D
2454,D32512451,Albert Viña Gallardo,B
2455,C75059956,Jorge Baena,A
2456,E50342690,Ana Anna Perea Bermúdez,B
2457,G07621824,Sara Ángel Nieto,A
2458,H13226295,Pau Rosado Palomar,A
2459,F8100344D,Abril Macías Guardiola,D
2460,U3750527H,Biel Rojas Arias,B
2461,E56707995,Aina Otero-Gutiérrez,A
2462,W8922173C,Álex Amo Alcalá,D
2463,S1898085D,Biel Vazquez Valverde,E
2464,W9727961F,Albert Cerdán Chamorro,C
2465,R1153706E,Carlos Capdevila,F
2466,D05154323,Paula Tomás Bello,E
2467,W9218380E,Pol del Sanjuan,D
2468,J1701006G,Biel Arrieta Losada,A
2469,A94611183,Antònia Frías Macías,F
2470,V4665297J,Juan Cruz Pallarès,E
2471,J2907838C,Carmen Marta Cruz Carpio,F
2472,E63659452,Joan Sales,A
2473,P3531278D,Èric de Agustí,A
2474,A02143311,Francisco Aranda Peinado,B
2475,S0662896J,Álex Julián Cervantes,F
2476,S1410175B,Lucas Frutos Andrés,E
2477,N8631109I,Francisca Martina Rodríguez Hoyos,B
2478,S3651419H,Enzo Carnero-Aliaga,C
2479,E23616857,Marc Luz Casas,D
2480,E88184023,Bruno Recio Cid,F
2481,U1774374A,Martina Solano Roma,B
2482,Q7554170F,José María Cuenca-Pera,D
